canonical_id,classification,issue,original_id,document_locale,source_path,line_start,line_end,record_id
ADS-EKSOPEN23,confirmed_incorrect,I5,ADS-EKSOPEN23-en,en,src/components/AgenticSolutionsTables/EksAutoModeBenefits.js,9,11,en--agentic-ai-platform__design-architecture__platform-selection__agentic-ai-solutions-eks.md.json
ADS-FWIDX001,confirmed_incorrect,I5,ADS-FWIDX001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/index.md,33,58,en--agentic-ai-platform__model-serving__inference-frameworks__index.md.json
ADS-GPUIDX001,confirmed_incorrect,I5,ADS-GPUIDX001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/index.md,45,56,en--agentic-ai-platform__model-serving__gpu-infrastructure__index.md.json
ADS-GPUOPS-001,confirmed_incorrect,I1,ADS-GPUOPS-001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,78,94,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-001,confirmed_incorrect,I1,ADS-GPUOPS-001-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,78,94,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-001,confirmed_incorrect,I1,ADS-GRM-013-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,409,426,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GPUOPS-001,confirmed_incorrect,I1,ADS-GRM-013-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,409,426,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GPUOPS-002,misleading_or_unsupported,I2,ADS-GPUOPS-002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,109,118,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-002,misleading_or_unsupported,I2,ADS-GPUOPS-002-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,109,118,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-003,misleading_or_unsupported,I1,ADS-GPUOPS-003-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,131,152,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-003,misleading_or_unsupported,I1,ADS-GPUOPS-003-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,133,154,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-004,confirmed_incorrect,I1,ADS-GPUOPS-004-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,159,212,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-004,confirmed_incorrect,I1,ADS-GPUOPS-004-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,161,214,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-005,confirmed_incorrect,I1,ADS-GPUOPS-005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,180,182,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-005,confirmed_incorrect,I1,ADS-GPUOPS-005-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,182,184,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-006,confirmed_incorrect,I1,ADS-GPUOPS-006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,174,191,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-006,confirmed_incorrect,I1,ADS-GPUOPS-006-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,176,193,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-007,misleading_or_unsupported,I2,ADS-GPUOPS-007-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,208,211,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-007,misleading_or_unsupported,I2,ADS-GPUOPS-007-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,210,213,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-008,confirmed_incorrect,I1,ADS-GPUOPS-008-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,218,231,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-008,confirmed_incorrect,I1,ADS-GPUOPS-008-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,220,233,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-009,misleading_or_unsupported,I1,ADS-GPUOPS-009-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,233,244,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-009,misleading_or_unsupported,I1,ADS-GPUOPS-009-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,235,249,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-010,confirmed_incorrect,I1,ADS-GPUOPS-010-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,250,270,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-010,confirmed_incorrect,I1,ADS-GPUOPS-010-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,255,275,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-011,misleading_or_unsupported,I4,ADS-GPUOPS-011-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,272,279,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-011,misleading_or_unsupported,I4,ADS-GPUOPS-011-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,277,284,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-012,confirmed_incorrect,I2,ADS-GPUOPS-012-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,288,298,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-012,confirmed_incorrect,I2,ADS-GPUOPS-012-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,293,303,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-012,confirmed_incorrect,I2,ADS-NODE-024-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/eks-gpu-node-strategy.md,145,149,en--agentic-ai-platform__model-serving__gpu-infrastructure__eks-gpu-node-strategy.md.json
ADS-GPUOPS-013,misleading_or_unsupported,I3,ADS-GPUOPS-013-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,302,306,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-013,misleading_or_unsupported,I3,ADS-GPUOPS-013-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,307,311,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-014,misleading_or_unsupported,I2,ADS-GPUOPS-014-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,310,319,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-014,misleading_or_unsupported,I2,ADS-GPUOPS-014-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,315,324,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-015,confirmed_incorrect,I1,ADS-GPUOPS-015-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,201,201,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-016,misleading_or_unsupported,I2,ADS-GPUOPS-016-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,325,333,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-016,misleading_or_unsupported,I2,ADS-GPUOPS-016-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,330,338,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-017,confirmed_incorrect,I2,ADS-GPUOPS-017-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,340,345,en--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-017,confirmed_incorrect,I2,ADS-GPUOPS-017-ko,ko,docs/agentic-ai-platform/model-serving/inference-optimization/gpu-autoscaling-operations.md,345,350,ko--agentic-ai-platform__model-serving__inference-optimization__gpu-autoscaling-operations.md.json
ADS-GPUOPS-017,confirmed_incorrect,I2,ADS-LLMD-011-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/llm-d-eks-automode.md,431,434,en--agentic-ai-platform__model-serving__inference-frameworks__llm-d-eks-automode.md.json
ADS-GPUSTACK-001,confirmed_incorrect,I2,ADS-GPUSTACK-001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,59,59,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-002,misleading_or_unsupported,I2,ADS-GPUSTACK-002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,165,203,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-002,misleading_or_unsupported,I2,ADS-GPUSTACK-002-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,165,203,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-003,confirmed_incorrect,I1,ADS-GPUSTACK-003-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,255,260,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-003,confirmed_incorrect,I1,ADS-GPUSTACK-003-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,255,260,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-004,misleading_or_unsupported,I2,ADS-GPUSTACK-004-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,289,289,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-004,misleading_or_unsupported,I2,ADS-GPUSTACK-004-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,289,289,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-005,misleading_or_unsupported,I2,ADS-GPUSTACK-005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,297,304,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-005,misleading_or_unsupported,I2,ADS-GPUSTACK-005-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,297,307,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-006,misleading_or_unsupported,I3,ADS-GPUSTACK-006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,308,338,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-006,misleading_or_unsupported,I3,ADS-GPUSTACK-006-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,312,342,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-007,confirmed_incorrect,I1,ADS-GPUSTACK-007-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,340,347,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-007,confirmed_incorrect,I1,ADS-GPUSTACK-007-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,344,351,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-008,misleading_or_unsupported,I2,ADS-GPUSTACK-008-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,375,395,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-008,misleading_or_unsupported,I2,ADS-GPUSTACK-008-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,379,399,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-009,confirmed_incorrect,I2,ADS-GPUSTACK-009-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,456,464,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-009,confirmed_incorrect,I2,ADS-GPUSTACK-009-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,462,470,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-010,misleading_or_unsupported,I4,ADS-GPUSTACK-010-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,404,404,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-011,misleading_or_unsupported,I2,ADS-GPUSTACK-011-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,468,499,en--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GPUSTACK-011,misleading_or_unsupported,I2,ADS-GPUSTACK-011-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/nvidia-gpu-stack.md,474,505,ko--agentic-ai-platform__model-serving__gpu-infrastructure__nvidia-gpu-stack.md.json
ADS-GRM-001,misleading_or_unsupported,I2,ADS-GRM-001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,110,113,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-001,misleading_or_unsupported,I2,ADS-GRM-001-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,110,113,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-002,confirmed_incorrect,I1,ADS-GRM-002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,123,124,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-002,confirmed_incorrect,I1,ADS-GRM-002-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,123,124,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-003,confirmed_incorrect,I2,ADS-GRM-003-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,161,161,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-003,confirmed_incorrect,I2,ADS-GRM-003-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,161,161,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-004,misleading_or_unsupported,I2,ADS-GRM-004-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,174,176,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-004,misleading_or_unsupported,I2,ADS-GRM-004-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,174,176,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-005,confirmed_incorrect,I2,ADS-GRM-005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,194,194,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-005,confirmed_incorrect,I2,ADS-GRM-005-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,194,194,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-005,confirmed_incorrect,I2,ADS-GRM-016-en,en,src/components/GpuResourceTables/DraLimitationsTable.js,8,28,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-005,confirmed_incorrect,I2,ADS-GRM-016-ko,ko,src/components/GpuResourceTables/DraLimitationsTable.js,8,28,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-006,misleading_or_unsupported,I2,ADS-GRM-006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,198,215,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-006,misleading_or_unsupported,I2,ADS-GRM-006-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,198,215,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-007,misleading_or_unsupported,I2,ADS-GRM-007-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,243,254,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-007,misleading_or_unsupported,I2,ADS-GRM-007-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,243,254,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-008,misleading_or_unsupported,I2,ADS-GRM-008-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,277,292,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-008,misleading_or_unsupported,I2,ADS-GRM-008-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,277,292,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-009,misleading_or_unsupported,I2,ADS-GRM-009-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,279,292,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-009,misleading_or_unsupported,I2,ADS-GRM-009-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,279,292,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-010,verification_pending,I2,ADS-GRM-010-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,281,292,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-010,verification_pending,I2,ADS-GRM-010-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,281,292,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-011,misleading_or_unsupported,I2,ADS-GRM-011-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,338,356,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-011,misleading_or_unsupported,I2,ADS-GRM-011-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,338,356,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-012,misleading_or_unsupported,I2,ADS-GRM-012-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,361,372,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-012,misleading_or_unsupported,I2,ADS-GRM-012-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,361,372,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-014,misleading_or_unsupported,I4,ADS-GRM-014-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,487,498,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-014,misleading_or_unsupported,I4,ADS-GRM-014-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,487,498,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-015,misleading_or_unsupported,I2,ADS-GRM-015-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,518,520,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-015,misleading_or_unsupported,I2,ADS-GRM-015-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/gpu-resource-management.md,518,520,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-017,confirmed_incorrect,I5,ADS-GRM-017-en,en,src/components/AgenticSolutionsTables/SpotInstancePricingInference.js,9,11,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-017,confirmed_incorrect,I5,ADS-GRM-017-ko,ko,src/components/AgenticSolutionsTables/SpotInstancePricingInference.js,9,11,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-017,confirmed_incorrect,I5,ADS-GRM-018-en,en,src/components/AgenticSolutionsTables/SavingsPlansPricingTraining.js,9,11,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-017,confirmed_incorrect,I5,ADS-GRM-018-ko,ko,src/components/AgenticSolutionsTables/SavingsPlansPricingTraining.js,9,11,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-017,confirmed_incorrect,I5,ADS-GRM-019-en,en,src/components/AgenticSolutionsTables/CostOptimizationStrategies.js,9,11,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-017,confirmed_incorrect,I5,ADS-GRM-019-ko,ko,src/components/AgenticSolutionsTables/CostOptimizationStrategies.js,9,11,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-020,misleading_or_unsupported,I4,ADS-GRM-020-en,en,src/components/AgenticSolutionsTables/KarpenterGpuOptimization.js,9,11,en--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-GRM-020,misleading_or_unsupported,I4,ADS-GRM-020-ko,ko,src/components/AgenticSolutionsTables/KarpenterGpuOptimization.js,9,11,ko--agentic-ai-platform__model-serving__gpu-infrastructure__gpu-resource-management.md.json
ADS-HPO-001,misleading_or_unsupported,I2,ADS-HPO-001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/hyperpod-inference-operator.md,27,27,en--agentic-ai-platform__model-serving__inference-frameworks__hyperpod-inference-operator.md.json
ADS-HPO-001,misleading_or_unsupported,I2,ADS-HPO-001-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/hyperpod-inference-operator.md,27,27,ko--agentic-ai-platform__model-serving__inference-frameworks__hyperpod-inference-operator.md.json
ADS-HPO-002,misleading_or_unsupported,I2,ADS-HPO-002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/hyperpod-inference-operator.md,35,56,en--agentic-ai-platform__model-serving__inference-frameworks__hyperpod-inference-operator.md.json
ADS-HPO-002,misleading_or_unsupported,I2,ADS-HPO-002-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/hyperpod-inference-operator.md,35,56,ko--agentic-ai-platform__model-serving__inference-frameworks__hyperpod-inference-operator.md.json
